,compound1,compound2,compound3,compound4,compound5,compound6,compound7,compound8,compound9,compound10,compound11,compound12,compound13,compound14,compound15,compound16,compound17,compound18,compound19,compound20,compound21,compound22,compound23,compound24,compound25,compound26,compound27,compound28,compound29,compound30
C19,0.020889721371549555,0.015686651779776687,0.0,0.006086586653171963,0.1430796971298651,0.0,0.0,0.031015453902188555,0.006807623220957265,0.06688201445993133,0.026980663725557325,0.0,0.07582885510075735,0.023184717566926742,0.04008084276012883,0.009726334024284623,0.016844501935033052,0.0,0.03077078838211388,0.038638268873026065,0.0,0.0529499002599365,0.0,0.016009157810332537,0.16412664787914022,0.005440709409150981,0.009437391215412002,0.017054374835399396,0.03764698636161754,0.012539088803215711
C20,0.09793330755983477,0.011202662676230206,0.0,0.005804607635711132,0.19579030429283809,0.0,0.0,0.0,0.005107678245979385,0.07947439016605724,0.010570187021563775,0.004140721975774417,0.08430766828937199,0.019630180865855062,0.012136622505136162,0.0,0.0,0.0,0.010309223393795381,0.031431144515946544,0.0,0.05103634179545081,0.0,0.013382178655518884,0.18338459626287518,0.0012217225842382584,0.011239697105709113,0.009323683853934686,0.037623266770544436,0.0101678115398195
C21,0.047204081428275944,0.032702103155636354,0.0,0.013306436189791009,0.0252176953097153,0.0,0.0,0.0,0.010552980630367404,0.02228022908894196,0.0,0.0,0.13077562641070797,0.03472008516605946,0.0,0.018925970250657315,0.004022444363664362,0.008935080203341921,0.003910586372381523,0.04986030795279497,0.00415323801746237,0.07972761304770574,0.0,0.019424632697168282,0.24258262540094874,0.005313676755038768,0.005135876743538957,0.016626392790663986,0.07208168734977595,0.009506739911479732
C22,0.1966976899442333,0.02123353336103605,0.0,0.0048973292419037095,0.12766550582585454,0.0,0.00229025337687854,0.0,0.007040780812346906,0.07088037172752033,0.013530843257206288,0.0021703250894262397,0.07743523982655329,0.01413290199450761,0.016490451652346482,0.011996217566611607,0.0,0.0,0.016107005099351146,0.029662481094519633,0.0,0.05387681622930181,0.0,0.013049976127447802,0.14422498403242254,0.003299327421566408,0.007744509487885773,0.0166081682653955,0.028366441818995117,0.0
C23,0.057293379633042825,0.01817149375263854,0.0,0.012683479770780009,0.03192534490470112,0.006461061771904814,0.0023463171500221177,0.0,0.011554935078214945,0.012397789801815207,0.0,0.0015225504203486059,0.13832336332973585,0.054810782045067334,0.004989894448354792,0.019792171235762716,0.02175830138107569,0.011357475769271867,0.002928411708587529,0.06889224964313052,0.005490073054486856,0.08403325512696933,0.0,0.02145660273722717,0.18887480867851175,0.005593549821302519,0.0037470633464578833,0.02581202852519174,0.05073888917595738,0.012479692355342164
C24,0.0694152025318319,0.0,0.0,0.016331677014177173,0.05063422977194034,0.0,0.00450126244791829,0.0,0.012556526503958847,0.10378616909607478,0.0,0.0,0.13782236895830596,0.034829718742990144,0.0,0.009141306618574619,0.002919694545454964,0.0,0.005645527538376779,0.0752354834491012,0.007003962251295752,0.08051673449827791,0.007171684166704404,0.017598062082006486,0.18173715073796368,0.007447043267252631,0.0042475748203095,0.02015693848284332,0.0,0.01236600205561543
C25,0.03599983653632461,0.03619025821283596,0.0423744957204328,0.008278239945040027,0.015292804411856166,0.0025309185781338416,0.003372359895237157,0.0,0.0032109451748147753,0.17976245326535673,0.0,0.0,0.01772167663291124,0.0,0.0,0.023890337448002567,0.0,0.0,0.014928745358046695,0.021881404641004132,0.007377858289396726,0.06257775310145079,0.0,0.006553863297897999,0.2551617109429736,0.010072464284030315,0.004002780386716167,0.01450020696723424,0.06391955612474791,0.00727676076138859
C26,0.07293160075308444,0.09684505568178903,0.0,0.014598685681531649,0.0,0.01647569398121061,0.007955804202874379,0.042339495056720924,0.0,0.12413838098689665,0.0,0.0,0.0,0.0,0.03129538830371506,0.06669686155044391,0.0,0.0,0.0,0.08247031690262045,0.04636711872305702,0.03771366287148824,0.0,0.020966553116915084,0.09767382964790039,0.0,0.0,0.07056165357024904,0.02225558764005717,0.0
C27,0.05446336734854712,0.03768074249375647,0.029733114365286015,0.01368067327200096,0.023543795866982662,0.0018113342741140814,0.005057773821331379,0.0,0.005853885396858096,0.015649596575544975,0.0,0.0,0.019981405604677687,0.0,0.007273370275197272,0.004591241203758597,0.0,0.0,0.017634543078095637,0.0755023307523938,0.022319676156829407,0.08980854471430859,0.0,0.0,0.25386111087200364,0.010225471507796869,0.008977903873423072,0.05095010015193093,0.05689177358506863,0.013581445523736869
C28,0.025244854318047225,0.018110782119305446,0.032408402523558325,0.008619192324991627,0.12334166946413704,0.0014318210034592036,0.0024158599507519674,0.0,0.0043455758776653995,0.17054701390816804,0.0,0.0,0.05543905029454353,0.0,0.0,0.013129140536325303,0.007327154224837299,0.0,0.01898348453406854,0.0181416439422537,0.013491593548631877,0.05634373813557252,0.0,0.0074529296337708315,0.22155715588819758,0.0,0.005057770038492571,0.012322816847736175,0.05299474384491335,0.004627587234195912
C29,0.044092374974055076,0.05436102189082951,0.028175024663390665,0.014833483673396174,0.0,0.02303857532722708,0.0066524433285400945,0.06438878233216506,0.006544899895413509,0.13112766053655917,0.0,0.0,0.0,0.0,0.014980591490745791,0.023111177759783982,0.0,0.0,0.01407253600717669,0.04580028765137621,0.028856313145933378,0.06981832460721492,0.0,0.015602636432829518,0.17039010471664823,0.011082433778843135,0.0,0.032798542088866074,0.029375390036353796,0.013335953297999569
C31,0.0,0.023261021172360372,0.042795394795145415,0.010710998608282849,0.0776411975122668,0.001934323135618232,0.004225615481315985,0.0,0.007157830205651531,0.008643420785004886,0.0,0.011307765051351677,0.09519023198873755,0.0,0.0,0.016300160036929252,0.01334660774988442,0.0,0.01098472348866224,0.03879999334287061,0.022389056639919674,0.08703074323693318,0.0,0.010011615500153368,0.2356092614940694,0.0032696165139368565,0.006413231769716836,0.03056815220616715,0.07018621015977594,0.006770768283950622
C32,0.03588234327470882,0.03180047877385806,0.017395470890896204,0.010272498657812008,0.08101000928631429,0.008773569154569586,0.00503499267317156,0.03887890038063788,0.0043971574024969295,0.17613626523899198,0.0,0.01118822064327358,0.03768184838141465,0.0,0.014374020371850493,0.014858888969669441,0.009007866950928013,0.0,0.0,0.0391396159802682,0.0,0.056943623005112035,0.0,0.009756849395963722,0.17413977979678372,0.0,0.005716641639138816,0.0,0.05791015600232381,0.006479934710012945
D09,0.046247099106539895,0.026848749710080687,0.0,0.012960136322241994,0.17232748993597452,0.007343998862721794,0.0,0.0,0.008916657010731896,0.013778721409101587,0.03204725897302155,0.0013406638496249953,0.09300750677777066,0.0,0.001839539573538357,0.013758430255156157,0.002852432014827235,0.00862493599685005,0.0013844888072631649,0.04435328022783816,0.0033527148626333234,0.04672771941275235,0.0,0.010222766398713244,0.22360196790814504,0.0,0.004199486017281551,0.01710521527766465,0.06568247178795494,0.006740800702553553
D10,0.04044451231672512,0.0,0.0,0.015670362186588706,0.15232442145862796,0.007897617994456848,0.006458850895973783,0.0,0.01126955198946589,0.01511687964981475,0.0,0.004888414165842133,0.10809347133363707,0.0,0.0016532121295268624,0.006423450693977646,0.018721670204449065,0.01051924148651245,0.0015196468305820234,0.050163234066167656,0.003466645221044963,0.05875282980348845,0.0,0.013638233450167896,0.1699096188324204,0.004383502416551622,0.0125706188731492,0.03461627601807488,0.06131481352269011,0.0197614100942768
D11,0.10648299927267334,0.0,0.007869184105300573,0.01582215575318298,0.12045461105268206,0.0011752471533240227,0.00625531506648086,0.0,0.008084310885550203,0.01111176345280258,0.0,0.0022889794768361487,0.10580047601266303,0.0,0.0011964447362838933,0.011215466173501089,0.013886741760423224,0.006789789878959987,0.001463420715423549,0.03896895954167622,0.002723548451538653,0.054420323341764575,0.0,0.011680492098859302,0.2007475112553673,0.003490886764525958,0.0028737707035693867,0.023174118398299297,0.06542499304418226,0.02042568701190314
D12,0.0476513841776943,0.0,0.0,0.01698128832355688,0.1434223831763216,0.0014552421566187618,0.0,0.0,0.010224512831056758,0.01354345700938383,0.022449105079275323,0.0014192119322282179,0.11206352586166494,0.0,0.0019990463222722063,0.014305662882097317,0.0026577374577432065,0.011952619066438346,0.0037165953177455955,0.056922058208092395,0.0037852203854554143,0.05763642772003723,0.0,0.017691693646558274,0.19645065311940094,0.0,0.004185105481697367,0.025298110596583257,0.06821330381683285,0.0207251409472267
D13,0.02699192342304423,0.02935474086132525,0.008417989570598063,0.015369398308048465,0.15119880007177222,0.007405303702060885,0.0,0.0,0.010448480991380182,0.013828032517651037,0.0,0.0068493104983103,0.10078955912867882,0.0,0.0017822680479871234,0.0047922340378794125,0.017036383754071113,0.0,0.0,0.046242555450291135,0.003247846300134321,0.05773665353388391,0.0,0.01830534209406474,0.2052142294787685,0.004042262720555317,0.0,0.022692663451794246,0.06118967028527165,0.017169267454851072
D14,0.04211311688116575,0.027695820912227165,0.0,0.012655154970958241,0.09563829503243161,0.0016015321162023534,0.0056401341711954005,0.0,0.0,0.02098638531195148,0.0,0.0018134562899816424,0.12448569941375015,0.0,0.0018015786769880737,0.023484173529500364,0.0,0.0,0.0,0.04640939309980908,0.004655322093891672,0.06657246036392651,0.0,0.016067345209132167,0.23947692342873528,0.0,0.005446997497647592,0.025911362394096842,0.08347300225250592,0.01413668942125076
D15,0.049938468360105466,0.04969392858567669,0.009890066308344086,0.017409273985892613,0.07635925763110323,0.0,0.0,0.0,0.013788552864572123,0.010260696477874644,0.02261654524985582,0.0,0.08256258939851495,0.0,0.00416885856021611,0.023965644038116376,0.0,0.0,0.0,0.04783780616797606,0.0,0.04929248523001377,0.0,0.023934055574116875,0.1495508755552516,0.004828809427688361,0.0124920081966355,0.04862686553367436,0.04858000564771783,0.045937355168232344
D16,0.052551956961260554,0.009533971407744464,0.00532345723629225,0.016314839590890105,0.11860495015013164,0.0013730471202472933,0.0,0.0,0.011950646948544605,0.015904943917152557,0.02682517917252295,0.0013119359192549668,0.0865084090968284,0.0,0.0019411046306534922,0.01789249512262204,0.0028053656894207425,0.0,0.0,0.05187605361664326,0.0037463445478389,0.06294010608420555,0.0,0.014683764866242437,0.2388951850512802,0.0020656667338704517,0.003299771996316838,0.020083957077603434,0.06825517478927862,0.0
D17,0.05485206482382654,0.029387526033799696,0.002978702741715067,0.013410144698980365,0.04628292955009828,0.0,0.002731293438317596,0.0,0.009603426978502331,0.012567416118775,0.0,0.0,0.12976618208568994,0.035629786531329775,0.0015391047912472527,0.0,0.004137562907533377,0.014164904938152976,0.0,0.0651598557341937,0.006535764906716256,0.07546204460253625,0.0,0.01732748178884358,0.23550055634372447,0.004963832484554346,0.00555231795031547,0.016937109151951464,0.07137226764933033,0.01216776224912036
D18,0.0,0.0,0.0,0.01433207199093998,0.041073548860711975,0.001392134086977569,0.0027671305091230038,0.0,0.01369868983042394,0.025948048380176555,0.015159970279795222,0.0011110285047668564,0.17410208301757588,0.027844828006048535,0.0,0.0,0.006604561328193695,0.017092336443678382,0.0,0.07148610766233303,0.006250405372989591,0.07621438300628945,0.0,0.0,0.30304037129966194,0.0004375274263566882,0.006581279221083531,0.01694747437778212,0.0,0.0
D19,0.033518722497082355,0.02189680418592709,0.0,0.007363897553547323,0.09519193594142182,0.0,0.0,0.0,0.005957484894934352,0.08212128010531028,0.03902187949857136,0.012102141653694413,0.060343098880749915,0.022461384466010884,0.014039827486965233,0.008675417159668602,0.0,0.0,0.022619278687845513,0.09192595819159129,0.0,0.06231100354137636,0.0,0.01692713569800718,0.1718684610035001,0.0,0.011426057364398143,0.024594467828767626,0.029301217727439984,0.01648619385022053
D20,0.19473476924515776,0.01434398748915008,0.0,0.0047254322879893805,0.1673355328987144,0.006336743152424626,0.0017949432699180623,0.0,0.007664114706634753,0.06936316641662055,0.0,0.005911368376242146,0.07891936385860687,0.008712064962023341,0.012926506114467023,0.0035224040970868293,0.0,0.0013162969197201499,0.0007129021019212558,0.01759063732644161,0.0,0.05625274317894722,0.0,0.004970182391741418,0.19097422145034137,0.0034065362261603777,0.004410721540000988,0.0,0.04485300689056965,0.003201362890748508
D21,0.051408672271904404,0.027914876898313075,0.0,0.014059202554899666,0.22699557121496033,0.0,0.0,0.03823578036087802,0.0,0.06858043460010585,0.0335214299708244,0.0,0.06312820739225532,0.02055071279353616,0.0,0.018133713993214354,0.0,0.0,0.0,0.04491144427678702,0.0,0.01705244648498374,0.0,0.0,0.19943105344592738,0.0,0.0,0.03064655623522588,0.03450219179425308,0.009495109713511382
D22,0.047631025066287365,0.029376530384781357,0.0,0.016428101339777186,0.269685068146539,0.0,0.0,0.0,0.0,0.06423766127703173,0.022609437937498034,0.0,0.08067578521394984,0.0,0.0,0.017945836275647064,0.0,0.0,0.0,0.054525796631679814,0.0,0.011442628486664115,0.0,0.0,0.19957011824496762,0.0,0.0030491540644754663,0.0,0.04248550817455031,0.0091611616383653
D23,0.0,0.022423893553118898,0.0,0.009710551865230477,0.04237927234398497,0.0005891355772715528,0.0016837153743620179,0.0,0.007951288564551484,0.026952083578528994,0.0,0.0,0.1621351612326687,0.025303170449842382,0.0016010864471181334,0.017572224997812066,0.004609433002876101,0.009122818765026323,0.0,0.053885184918960764,0.006439962474999012,0.07799745156960229,0.0,0.0,0.29744987124818006,0.001715925756127116,0.004235448032178531,0.013273902297856355,0.0660658542520416,0.00864952767981628
D24,0.19573388630202748,0.0,0.0,0.011443910153158288,0.03133838711575792,0.004861872337267619,0.0,0.0,0.006845546406870867,0.011197965795533291,0.0,0.0031300886711333486,0.09974235153795567,0.024073109511626944,0.02207990353207348,0.01663611449285127,0.0,0.008503575865220835,0.005093970917122643,0.06469914955505311,0.005056019275274972,0.06645500824583422,0.0,0.0,0.2123222577654671,0.003677508243846961,0.012571811896591715,0.016449773150839196,0.04535325653104641,0.008160388266612651
D25,0.0786222215684067,0.018927054135549497,0.027327580414487556,0.0049811263077593005,0.04183852108364884,0.0011048282769108907,0.0,0.02933421487166685,0.00574416897605844,0.19217674866104836,0.03297461502052649,0.002565211542684306,0.045930806612607296,0.0,0.0,0.015418778988139628,0.006083702119006517,0.004804513969954008,0.0008501936387017512,0.04016958900215888,0.0075636502800295186,0.0695858954939099,0.0,0.007404176598524805,0.15418127292004954,0.0,0.004373384858034284,0.009824998696283853,0.06533509224972055,0.003564432491743338
D26,0.027383155914430933,0.04402659952978971,0.03651446352276289,0.008088502070371652,0.0,0.0031188725861835726,0.009398068211476027,0.0,0.005146261362237875,0.1386145037864146,0.0,0.013910535376086651,0.0,0.0,0.0115418502842892,0.028635652460455956,0.0,0.0,0.009330435258762766,0.05443870500104478,0.02299538188055257,0.08679165286493587,0.0,0.016986717476693006,0.27584341250124333,0.013282090900172733,0.0,0.026036568961163103,0.04339416898105302,0.026759126027596086
D27,0.09769804111284976,0.021777842685923015,0.03195660130466869,0.005673132004724391,0.053497485082446165,0.00124398659011458,0.00347931797402626,0.0327485887125763,0.0051254373216004,0.09704286552722674,0.0,0.0013361363711148762,0.049151960741815305,0.008992553184458086,0.0006881427104553716,0.013445629835976683,0.0014245992762983947,0.005030961042453578,0.0020869834706626366,0.025200135210733512,0.003870933640563383,0.07030496540615136,0.0,0.009709705254747117,0.2145578475484298,0.004238260021526011,0.0025385467787888477,0.008462139323622836,0.07107684128930329,0.010794147683871694
D28,0.05345696115784335,0.02345839301778299,0.032856032607108475,0.008524014067288215,0.04985762082705731,0.0016560265755030856,0.003168297248692364,0.0,0.00463053308456021,0.20943523062591834,0.0,0.00827734008729962,0.011990544288367965,0.0,0.0,0.0,0.012474689152697534,0.0,0.0020828721166034864,0.03631166389388298,0.007939870491916431,0.07796649752479015,0.0,0.011259658592793223,0.1454301026074934,0.006915430289722596,0.008913450167718306,0.034994530542382905,0.0551540027911652,0.017748982884842557
D29,0.019644934314979812,0.026273489894085147,0.03998626241400585,0.008574285685807445,0.05496650232788629,0.0018059440117302074,0.004108907614454417,0.0,0.004031018568388357,0.1924219447782257,0.0,0.0,0.05614357374485618,0.0,0.0,0.0077237179756052925,0.0,0.0,0.0009142296825753335,0.019127040259056042,0.012949753551521323,0.06762729411043962,0.0,0.008921761222089073,0.23262125971496167,0.008257629027547961,0.004203645793047527,0.014344118522559124,0.06516168996887198,0.00818607681467077
D30,0.05219408850265307,0.06328466818379928,0.025428903625650708,0.010841589387435058,0.0,0.010808267240090005,0.005522475462408833,0.03406129017538475,0.0,0.19833934282322216,0.0,0.0,0.0,0.0,0.012983884898040267,0.014922084836681638,0.0,0.0,0.018716733110669116,0.048707399419338146,0.012659152566914474,0.069654249219753,0.0,0.023589481674937147,0.15420824621053214,0.005522537003607745,0.0,0.07739563092411596,0.03454837106287906,0.05177997940597456
D31,0.021636511381315702,0.02039135302452034,0.0,0.006130531150437092,0.07453853723754024,0.0014704659395487032,0.002479671218378531,0.0,0.0,0.20057672431144338,0.0,0.011086058015977618,0.07680141297275044,0.0,0.0,0.01312625612474166,0.008890045068822391,0.0,0.023688067358221217,0.019684726681071987,0.010787327006037763,0.07188988616663353,0.0,0.0,0.22243970689633152,0.0,0.006053749048970259,0.0,0.07340852437793038,0.00465369327497306
E09,0.06952722519080136,0.0,0.0,0.02210932263750178,0.025334643377112064,0.0,0.023244204992265188,0.0,0.013418013583462143,0.012731012219388644,0.02852400999908275,0.03382285864061401,0.059431802365987024,0.0,0.009456624441869382,0.008157621794628386,0.0,0.0,0.0,0.09145442783356397,0.0069162336689529945,0.04339575211862706,0.0,0.0,0.14248039700286358,0.005330194572254475,0.012200053169601797,0.07229017393248753,0.04194473683706558,0.0656244084714854
E10,0.06305991413688346,0.02496926460504246,0.0,0.016169497073164608,0.13784518809248156,0.0,0.00639800545674172,0.0,0.00891866676587511,0.009706665696288124,0.014289801571478323,0.0037144780526384633,0.10989255082771654,0.0,0.003311579496129605,0.004976836156393838,0.0,0.008708835476707118,0.012888832655851766,0.03917103707855498,0.0,0.05184293716145017,0.0,0.013202672505809785,0.17966650588606764,0.004707180647142277,0.014048335981098522,0.024561437406114595,0.05274558347813757,0.025025534130515878
E11,0.04889059137392326,0.0,0.0,0.02104516047735734,0.08219396750821824,0.0,0.0095413165348486,0.0,0.013418868220365128,0.013657193403242137,0.02920626257637923,0.0,0.10484021653607246,0.0,0.006497715336045143,0.008014881451630328,0.0,0.0,0.0,0.0576288916640928,0.005030823609473927,0.05440174751236556,0.0,0.02138821539423384,0.16819689486324246,0.0060634193103640665,0.012193811974800092,0.05051059952112713,0.05287982042612148,0.03776112440775445
E12,0.15402565698821358,0.035002066257458025,0.005954273810880248,0.017005002855018245,0.08726048968993724,0.007783749236012417,0.0,0.0,0.015009061808836589,0.010365713320162267,0.0,0.004390252436947747,0.07843966540435678,0.0047639708149276785,0.006400728572958432,0.015130199934898725,0.00219257967549902,0.009962833959955817,0.0010341359208006684,0.05287213829451203,0.003992842055503955,0.051857387401540736,0.0,0.01286865387876301,0.15374990191421575,0.0,0.005055681177297644,0.018917759569984014,0.04386636641173033,0.018762871526881362
E13,0.03642057611124297,0.0,0.006106329664331854,0.01379182281801541,0.12121991087062017,0.007524351477367098,0.005527643407877037,0.0,0.008568896180097088,0.012234273219517804,0.01443453087176177,0.018184239258300913,0.09758305831797945,0.003752817398688725,0.0015741550651340128,0.01139556453640294,0.018181353909467568,0.0,0.0016579753089828962,0.042837573228178855,0.003091837578748107,0.058373144264429945,0.0,0.013374926572665117,0.2093575167287411,0.003835378050484807,0.013377585925165724,0.029727651449312775,0.058058963473774226,0.01774624880434234
E14,0.23578540100321743,0.0,0.0,0.010495563644572903,0.15312038124744504,0.0,0.0,0.0,0.007879221926064144,0.058709667099937926,0.014461667448626658,0.0036803570498077803,0.07631999241069376,0.0,0.0028801313292946802,0.013272757027278561,0.011330113983395465,0.0,0.006814095285211901,0.03611091605823705,0.0015565657850012669,0.03173457585316864,0.0,0.01091988476560462,0.11587486178101543,0.0,0.009997038161970397,0.023247404242172795,0.03363290610804103,0.016009189885060573
E15,0.03051097974433903,0.030938731756362258,0.0,0.016771289781896792,0.16525136086658923,0.0010015160791878384,0.0073976660928539,0.0,0.010153283499956117,0.011675012613381774,0.0,0.006774063810553987,0.08521769726614215,0.004288681283485978,0.005715863632247061,0.015520519392102564,0.0028747455980741524,0.010342071203592422,0.0020863949240532286,0.05455564922167165,0.0037363030371061214,0.06592186332157712,0.0,0.01143362552671249,0.19571721916950197,0.0016193034835696612,0.01510874555650648,0.018446231589360044,0.06655407041332882,0.01771164317327236
E16,0.22489253835292247,0.018668952705638724,0.0,0.009609967650915726,0.16355272598491116,0.005451655041442088,0.004486277077055305,0.0,0.007982507048213908,0.00773018907586418,0.0,0.0031149474075176293,0.10007736157455148,0.0,0.0037820770817449103,0.003453749495746182,0.01307007555418101,0.0,0.0012405556295700336,0.03544919384414342,0.0,0.04152703157897136,0.0,0.013969218103016393,0.11458845584197003,0.002589753795807326,0.010392296929993617,0.013405767071111744,0.04558366720296623,0.012031546719064338
E17,0.10699962659965094,0.01659530239377039,0.0,0.009795406277122401,0.22952735851643144,0.0,0.0,0.02045192242236396,0.00689016958555125,0.0574673372801318,0.021068493162771425,0.010594599860337912,0.06462554609306172,0.010141601007210769,0.030337929967522735,0.012842263149270863,0.0,0.0,0.01676238881505807,0.03109033350104515,0.0,0.03939835605099675,0.0,0.006155011161086212,0.15680858278013346,0.0045150163924110856,0.004545713987693047,0.010024226644734615,0.0316867272360062,0.004964095842430816
E18,0.0690133511355794,0.021436656661268767,0.0,0.012317837794211573,0.18345769676377774,0.0,0.0,0.02829117401131537,0.007291967940159081,0.07109536856020396,0.0,0.0,0.0779118062306562,0.02282242476174954,0.0,0.01695776934964217,0.0,0.0,0.020576872044427007,0.02729816208891869,0.0,0.05188744779460924,0.0,0.008885683133908284,0.1810972350579927,0.001681392847716864,0.0067375746128955855,0.01631890656543256,0.03220846461125825,0.01017442094317675
E19,0.07252879327790614,0.02061401329560744,0.011752078740836266,0.012248328400239704,0.020066015254574764,0.005170992094373585,0.0,0.0,0.011209576219583869,0.02076456445095432,0.0,0.0026001430034860587,0.11190097300545715,0.05137303117725208,0.002255118309374722,0.0,0.024660347334177077,0.011688965973528897,0.0025559748292269136,0.08653132336718809,0.007267780891565458,0.08845220293184862,0.0,0.0,0.16780049795794943,0.0,0.004067578292129841,0.028733615916499117,0.05837331129298442,0.016892126254371535
E20,0.16265328743677718,0.006865625743097127,0.0,0.010947024938579955,0.020124532430107436,0.0,0.002413518955620432,0.0,0.016164566862377033,0.01166583749926974,0.0,0.0015074847858045006,0.10184237044293852,0.02958083455412962,0.005221643088993024,0.018322188528225244,0.019066200847847714,0.006792014587855538,0.0,0.06115135431185511,0.00473748287580486,0.022002048951561444,0.004258559289837704,0.011904434267795382,0.19148500070184057,0.004104637066726851,0.007789072774517492,0.015835268863418534,0.05759916494929953,0.008052023244312223
E21,0.07185056853466969,0.018315527162980065,0.0,0.010938636855963435,0.2140020802813919,0.0,0.0,0.0,0.006937055279716194,0.0732466073961786,0.027053942563129176,0.0,0.09043613461439502,0.017913986291033857,0.06729192626125466,0.014827484478502658,0.0,0.0,0.019519210865798525,0.02280134560657337,0.0,0.016137034969579807,0.0,0.012404045272817828,0.16277530455300718,0.004301901532338691,0.0,0.0,0.03241144170375469,0.0059169234271893205
E22,0.12689553468447176,0.014857505179993055,0.0,0.009542602574249284,0.22617174737556114,0.0,0.0,0.0,0.006221299055500709,0.06991098541090993,0.0091431639669869,0.002238350974625392,0.08330636497226919,0.016869699480310363,0.013798762384400287,0.0,0.0,0.0,0.0,0.028090055431176094,0.0,0.020368417445808053,0.0,0.006699801222111381,0.17299758170170748,0.004993847080671515,0.007539320845398683,0.0,0.03754394919402895,0.00481846177919595
E23,0.0,0.0,0.0,0.011361646610295914,0.040427760774176896,0.0,0.0016224402064272548,0.0,0.012974297386502914,0.01774218051501519,0.015644146816437606,0.0018512551914108852,0.1745110005010977,0.026375325793674884,0.0020529314921190634,0.0,0.004535932546872385,0.010371736131211267,0.0,0.06461119053357128,0.004773674294963259,0.07614650782056699,0.0,0.01448626172738826,0.28754663600045866,0.0,0.004029817399108741,0.0,0.07116746088203957,0.0
E24,0.11080888029864887,0.0,0.0,0.02256585509235721,0.0,0.007498848638740377,0.004325430162359193,0.0,0.011718036735302343,0.014801462558405117,0.0,0.0032790824437808515,0.04674863726049395,0.08408101254542683,0.003769940643951985,0.0,0.0,0.014164946146073122,0.0,0.10207822624816001,0.01121505339836651,0.10290744857041303,0.0,0.0,0.17619469900362703,0.011191721028153958,0.0,0.0,0.04084091067801008,0.021809253162366773
E25,0.06622042193203209,0.13052879141186027,0.014807466734679541,0.02203509155949045,0.029053996442262222,0.01727887121625109,0.023904588202782275,0.0,0.0,0.00624016921831165,0.04070436066133812,0.0,0.029032691881511863,0.0,0.030221071905293797,0.03123761496700225,0.0,0.0,0.03330123972987307,0.08889587845799576,0.03656083617127214,0.03509771185221685,0.0,0.0341342879490554,0.1281416222004554,0.0,0.0,0.07099012975027437,0.023442235630367063,0.0
E26,0.11236276501606823,0.016303580389349173,0.03426654730686757,0.0057350407368729215,0.057981214787758285,0.0009876761474511037,0.002368050271516702,0.030976775743432723,0.007287175442347133,0.18060732695867016,0.0,0.002154043352960515,0.05584084153029254,0.007032250817250805,0.0018484048046568554,0.010397161508512444,0.007350179426579194,0.0,0.0,0.02169142656241364,0.008639978148137625,0.04393381453628097,0.0,0.006113298609753862,0.18922805705195087,0.006164965984996201,0.005904126093276724,0.01225955167914854,0.0593590754878096,0.005043085873923481
E27,0.050907900173698895,0.09154555723259174,0.011890643437464625,0.013845517840638602,0.05952554173938361,0.027023675565580673,0.014596436095746953,0.0,0.0,0.09889959189302677,0.0,0.0,0.03200949430236894,0.0,0.005141127797082556,0.03589458622860398,0.0,0.0,0.0,0.03630111819310262,0.045069639128291046,0.05533355425270492,0.0,0.0216037942385317,0.1525152494191064,0.0,0.0,0.04045950495874284,0.03444312138144339,0.010908981295698877
E28,0.08721786388562518,0.09261554228078829,0.0185816842547457,0.017389498164115915,0.0,0.0,0.0,0.07430323884364991,0.0,0.10821958658810271,0.06269176919825521,0.0,0.0,0.0,0.029154029589701962,0.04686111795826426,0.0,0.0,0.0,0.02773697476003562,0.02672866373652697,0.03873975716515036,0.0,0.0,0.12762038625856922,0.0,0.0,0.0,0.0,0.0
E29,0.09410861527573348,0.07680445816562506,0.014531841952947015,0.011517367820096028,0.0,0.015320587233316954,0.006767565908912803,0.0,0.0,0.013332882911169793,0.0,0.022764379097942652,0.030361240487080082,0.0,0.03390862493651535,0.04048302500595707,0.0,0.0,0.02455427102481732,0.048948651706975446,0.01638929186344101,0.06581296419292164,0.0,0.0,0.12300775288475956,0.014801295110557307,0.0,0.06416178828352108,0.022547703705485977,0.053176721466817914
E30,0.02483105257990423,0.020825282873890377,0.032202344323805504,0.009058722839196289,0.08587611501411833,0.014609453214539934,0.006374076807461821,0.03036758987914607,0.005422340851111765,0.18434197973604596,0.0,0.0,0.04503267836533892,0.0,0.0092177742136066,0.014769857524297452,0.008336436114733819,0.0,0.0,0.015533564982850842,0.011630382107342426,0.07911590300273073,0.0,0.007058043197804724,0.17235236665838838,0.0,0.006201195527059898,0.0,0.06461980673596941,0.015000855435821457
E31,0.05051711783394983,0.01997216495026256,0.027013782410431134,0.005249464892216625,0.04820137855744972,0.001986087001500421,0.0037127274991615258,0.030476389970000475,0.0,0.22382025047967696,0.0,0.0,0.03651088254241242,0.006899155028493685,0.004283940289369463,0.01040531009090912,0.007846803943263857,0.0,0.0,0.027155934026994177,0.004582848752916594,0.05463679672340455,0.0,0.0,0.20868122920376792,0.0028289632691984312,0.007015525818164741,0.0,0.05769970751217575,0.0
